Country,Sentence,SourceFile,Sentiment,Sentiment_Label,Actor
Azerbaijan,"Coordination: The Resident Coordinator’s Office (RCO) has been pivotal in ensuring the effective planning and coordination of the Cooperation Framework (CF), facilitating Results Groups and thematic groups to align UN agency efforts and achieve output and outcome indicators. The RCO’s technical support, expertise and networks are instrumental, especially for smaller agencies. The RC’s diplomatic approach has been effective in engaging with the government and stakeholders, advancing policy dialogues, and addressing normative issues like gender equality.",Azerbaijan.docx,0.9313,Positive,RC
Azerbaijan,"The RCO’s technical support, expertise and networks are instrumental, especially for smaller agencies. The RC’s diplomatic approach has been effective in engaging with the government and stakeholders, advancing policy dialogues, and addressing normative issues like gender equality. While the RC’s role has been highly valued by donors and UN agencies for its inclusiveness and expertise, leveraging the full potential of a collective approach for CF implementation requires commitment and concerted efforts by all UNCT members.",Azerbaijan.docx,0.9381,Positive,"RC, UNCT"
Azerbaijan,"The RC’s diplomatic approach has been effective in engaging with the government and stakeholders, advancing policy dialogues, and addressing normative issues like gender equality. While the RC’s role has been highly valued by donors and UN agencies for its inclusiveness and expertise, leveraging the full potential of a collective approach for CF implementation requires commitment and concerted efforts by all UNCT members. Despite challenges, the RC has made significant strides in fostering a cooperative culture and enhancing UNCT coherence, though some issues remain in fully utilizing the reforms intended to boost joint efforts.",Azerbaijan.docx,0.9439,Positive,"RC, UNCT"
Azerbaijan,"While the RC’s role has been highly valued by donors and UN agencies for its inclusiveness and expertise, leveraging the full potential of a collective approach for CF implementation requires commitment and concerted efforts by all UNCT members. Despite challenges, the RC has made significant strides in fostering a cooperative culture and enhancing UNCT coherence, though some issues remain in fully utilizing the reforms intended to boost joint efforts. Orientation towards Impact: The UN's Cooperation Framework (CF) has made significant strides in advancing national priorities and the SDG agenda in Azerbaijan by establishing essential partnerships with the government, donors, the private sector, and civil society.",Azerbaijan.docx,0.8711,Positive,"RC, UNCT"
Azerbaijan,"Sustainability:  The Cooperation Framework (CF) is designed with sustainability in mind, closely aligning with national strategies and benefiting from strong government ownership and commitment, which are crucial for its progress. The UNCT effectively combines technical assistance with capacity building at various levels, leveraging both international and national expertise to enhance local capabilities. Successful initiatives, such as the digitalization and delivery of social services via the ‘single window, and inclusive education, exemplify the government’s adoption of UN-supported efforts.",Azerbaijan.docx,0.9371,Positive,UNCT
Azerbaijan,"Successful initiatives, such as the digitalization and delivery of social services via the ‘single window, and inclusive education, exemplify the government’s adoption of UN-supported efforts. However, while the UN’s strategic approach generally promotes sustainability, some stakeholders have highlighted that there is potential for the UNCT to better support civil society and enhance public engagement in state policy formulation and implementation. The evaluation indicates that sustainability may be impacted by ongoing challenges, including a shift in government resources and priorities related with the reconstruction of regained territories.",Azerbaijan.docx,0.9337,Positive,UNCT
Azerbaijan,"However, assessing their outcomes is challenging due to the absence of effective indicators. Recommendations
The following recommendations are addressed to the UNCT as the primary actor with the responsibility of formulating, designing, managing and implementing the next UN Cooperation Framework in Azerbaijan; as well as the Government of Azerbaijan. Relevance and Adaptability: The UNCT should align the next CF with the highest development needs in the country, focusing on human capital development with a special focus on youth education and employment, health and social protection as well as green growth.",Azerbaijan.docx,0.9042,Positive,UNCT
Azerbaijan,"Recommendations
The following recommendations are addressed to the UNCT as the primary actor with the responsibility of formulating, designing, managing and implementing the next UN Cooperation Framework in Azerbaijan; as well as the Government of Azerbaijan. Relevance and Adaptability: The UNCT should align the next CF with the highest development needs in the country, focusing on human capital development with a special focus on youth education and employment, health and social protection as well as green growth. The Great Return Programme and the Demining initiatives should be highly prioritized in the next CF, with an emphasis on resilience building, and mainstreaming of LNOB and HR principles.",Azerbaijan.docx,0.9118,Positive,UNCT
Azerbaijan,"The Great Return Programme and the Demining initiatives should be highly prioritized in the next CF, with an emphasis on resilience building, and mainstreaming of LNOB and HR principles. Coherence: 
Effectiveness: The UNCT should ensure that the next CF is based on a realistic Results Framework, with a soundly developed results chain that adequately represents the level and extent of UN interventions in the given sectors. The CF should prioritise areas where UN agencies have clear individual or joint comparative advantages.",Azerbaijan.docx,0.8957,Positive,UNCT
Azerbaijan,The next CF should continue investment in national data eco-systems and support to the multidimensional integration of SDGs. Efficiency: The UNCT and Government of Azerbaijan should continue to consolidate the work of the RGs and thematic groups to improve coordination during implementation and improve joint work-planning processes. Government and Agencies are called upon to acknowledge the importance of coordination and ensure continuity of membership and avoid loss of institutional memory.,Azerbaijan.docx,0.891,Positive,UNCT
Azerbaijan,"Government and Agencies are called upon to acknowledge the importance of coordination and ensure continuity of membership and avoid loss of institutional memory. The UNCT should explore the potential and partner interest to establish an integrated funding framework and one fund at the country level, and actively explore joint programming opportunities as catalysts for better coherence and results for the country. Coordination: Results groups and MEL should play a more active role on joint planning and the formulation of Joint workplans, to ensure that the latter consolidate and integrate the efforts of UNCT and serve as a vehicle to identify and leverage better synergies in implementation.",Azerbaijan.docx,0.9652,Positive,UNCT
Azerbaijan,"The UNCT should explore the potential and partner interest to establish an integrated funding framework and one fund at the country level, and actively explore joint programming opportunities as catalysts for better coherence and results for the country. Coordination: Results groups and MEL should play a more active role on joint planning and the formulation of Joint workplans, to ensure that the latter consolidate and integrate the efforts of UNCT and serve as a vehicle to identify and leverage better synergies in implementation. Sustainability and Impact: The UNCT should strategize on sustainability of interventions at design stage, with a clear logical flow of how beneficiary buy in, commitment and capacity is to be embedded in the programme.",Azerbaijan.docx,0.9798,Positive,UNCT
Azerbaijan,"Coordination: Results groups and MEL should play a more active role on joint planning and the formulation of Joint workplans, to ensure that the latter consolidate and integrate the efforts of UNCT and serve as a vehicle to identify and leverage better synergies in implementation. Sustainability and Impact: The UNCT should strategize on sustainability of interventions at design stage, with a clear logical flow of how beneficiary buy in, commitment and capacity is to be embedded in the programme. Approaches to support institution building and capacity development should be prioritised, alongside data governance and digital transformation.",Azerbaijan.docx,0.9633,Positive,UNCT
Azerbaijan,"Approaches to support institution building and capacity development should be prioritised, alongside data governance and digital transformation. Cross-cutting Issues: The UNCT should mainstream gender equality, human rights, LNOB not only at the RF, but at programme and project level and develop targeted needs assessments to inform better policy. The UNCT should continue to strengthen capacity building for and cooperation with civil society and the private sector for the implementation of the CF and leveraging their expertise and resources towards the achievement of the SDG agenda.",Azerbaijan.docx,0.8248,Positive,UNCT
Azerbaijan,"Cross-cutting Issues: The UNCT should mainstream gender equality, human rights, LNOB not only at the RF, but at programme and project level and develop targeted needs assessments to inform better policy. The UNCT should continue to strengthen capacity building for and cooperation with civil society and the private sector for the implementation of the CF and leveraging their expertise and resources towards the achievement of the SDG agenda. Lessons learnt
Importance of Joint Programming and Resource Mobilization for SDG Acceleration: Effective joint programming, where synergies are built and interventions are synchronized, is crucial for achieving targeted outcomes that not only deliver services but also build sustainable capacity.",Azerbaijan.docx,0.9349,Positive,UNCT
Azerbaijan,"Such integrated approaches allow multiple UN agencies to address several Sustainable Development Goals (SDGs) within a single program, thus accelerating progress. Role of RCO for UNSDCF implementation and SDG integration: The RCO’s dedication and support for the UN agencies has greatly improved coordination, not only among UN agencies but also with national and international stakeholders. The UNCT as a strategic and knowledge sharing platform should be fully utilised by all members.",Azerbaijan.docx,0.8441,Positive,UNCT
Azerbaijan,"Role of RCO for UNSDCF implementation and SDG integration: The RCO’s dedication and support for the UN agencies has greatly improved coordination, not only among UN agencies but also with national and international stakeholders. The UNCT as a strategic and knowledge sharing platform should be fully utilised by all members. Partnership building and consultations with national stakeholders at central and local level is an essential ingredient of success to ensure country ownership and commitment to achieve and sustain results.",Azerbaijan.docx,0.9617,Positive,UNCT
Azerbaijan,"This Inception Report is based on the Evaluation Terms of Reference (see Annex 1). The UNSDCF sets the strategic vision and direction for cooperation between the Republic of Azerbaijan and the United Nations Country Team (UNCT) for the period of 2021-2025. It is the result of a consultative process between the Government, the UNCT and its national and international partners.",Azerbaijan.docx,0.5859,Positive,UNCT
Azerbaijan,"The UNSDCF sets the strategic vision and direction for cooperation between the Republic of Azerbaijan and the United Nations Country Team (UNCT) for the period of 2021-2025. It is the result of a consultative process between the Government, the UNCT and its national and international partners. In the context of the Sustainable Development Goals (SDGs), the UNSDCF considers how to leverage the comparative advantages of the United Nations System to best support national priorities and align UN activities with the country’s strategic outlook.",Azerbaijan.docx,0.9432,Positive,UNCT
Azerbaijan,"The evaluation will provide important information for strengthening programming and results at the country level, specifically informing the planning and decision-making for the next CF programme cycle and for improving UN coordination at the country level. The UNCT, host government and other CF stakeholders can learn from the process of documenting good practices and lessons learned, which can then be shared with DCO and used for the benefit of other countries. Support greater accountability of the UNCT to CF stakeholders.",Azerbaijan.docx,0.9601,Positive,"DCO, UNCT"
Azerbaijan,"The UNCT, host government and other CF stakeholders can learn from the process of documenting good practices and lessons learned, which can then be shared with DCO and used for the benefit of other countries. Support greater accountability of the UNCT to CF stakeholders. By objectively providing evidence of results achieved within the framework of the CF and assessing the effectiveness of the strategies and interventions used, the evaluation will enable the various stakeholders in the CF process, including national counterparts and donors, to hold the UNCT and other parties accountable for fulfilling their roles and commitments.",Azerbaijan.docx,0.9403,Positive,"DCO, UNCT"
Azerbaijan,"Support greater accountability of the UNCT to CF stakeholders. By objectively providing evidence of results achieved within the framework of the CF and assessing the effectiveness of the strategies and interventions used, the evaluation will enable the various stakeholders in the CF process, including national counterparts and donors, to hold the UNCT and other parties accountable for fulfilling their roles and commitments. The objectives of the evaluation are to: 
Assess the contribution of the CF to national development results through evidence-based judgements using evaluation criteria (accountability).",Azerbaijan.docx,0.8126,Positive,UNCT
Azerbaijan,"The evaluation findings will be utilized to inform strategic planning, and future programming. Primary users of the evaluation include stakeholders involved in the implementation of the CF, including UNCT, governmental bodies, civil society organizations, contributing partners, and other relevant stakeholders while secondary users will encompass a broader audience, academic and research community, media and the general public. The evaluation looks at the UNSDCF 2021-2025 as a whole and covers contributions of all sub-outputs by the UNCT including contributions of the non-resident agencies.",Azerbaijan.docx,0.0,Neutral,UNCT
Azerbaijan,"Primary users of the evaluation include stakeholders involved in the implementation of the CF, including UNCT, governmental bodies, civil society organizations, contributing partners, and other relevant stakeholders while secondary users will encompass a broader audience, academic and research community, media and the general public. The evaluation looks at the UNSDCF 2021-2025 as a whole and covers contributions of all sub-outputs by the UNCT including contributions of the non-resident agencies. It examines the cross-cutting issues and the global UN programming principles (e.g.",Azerbaijan.docx,0.0,Neutral,UNCT
Azerbaijan,"The evaluation also takes into account emerging issues, such as, the COVID-19 pandemic and the conflict in both the evaluation contents (e.g. the UNCT’s responsiveness, adaptation and reprioritization) and operation (e.g. methods for managing stakeholder participation and inclusiveness).",Azerbaijan.docx,-0.3182,Negative,UNCT
Azerbaijan,"The Monitoring, Evaluation and Learning Group, the Operations Management Team (OMT), and the Communication Group also act as key structures in the implementation of the CF. In addition to the Results Groups, the UNCT established thematic and operational groups to ensure UNCT programme and operation functions contribute to CF implementation. These include: Gender Thematic Group, Human Rights Thematic Group, Common Country Analysis Taskforce, Preventing Sexual Exploitation and Abuse (PSEA) Taskforce, Disability Inclusion Taskforce, Youth Inclusion Taskforce.",Azerbaijan.docx,-0.4019,Negative,UNCT
Azerbaijan,"These include: Gender Thematic Group, Human Rights Thematic Group, Common Country Analysis Taskforce, Preventing Sexual Exploitation and Abuse (PSEA) Taskforce, Disability Inclusion Taskforce, Youth Inclusion Taskforce. The JSC is co-chaired by the UN Resident Coordinator representing the UNCT and the Minister of Economy representing the Government of Azerbaijan. Senior government officials at the level of Deputy Ministers and Heads of UN agencies co-chair the five CF Result Groups.",Azerbaijan.docx,-0.6486,Negative,UNCT
Azerbaijan,"Table 4 Governance structure of UNSDCF Result Groups
The CF is operationalized through the development of Joint Work Plans (JWPs) that present the planned programmatic sub-outputs and resource contributions of each UN entity to CF outputs, consistent with the Theory of Change. They are either unique to an agency or shared by two or more UNCT members. The Joint Work Plans are discussed within and across Results Groups to ensure that gaps and overlaps, the potentials for synergy and joint programmes/joint programming are identified and streamlined.",Azerbaijan.docx,0.6124,Positive,UNCT
Azerbaijan,"All Joint Work Plans are endorsed by the JSC during its annual meeting, and published in UNINFO Each year, a UN Country Results Report that comprehensively captures the UN development results (not activities) in support of the 2030 Agenda is developed. During CF formulation, the UNCT and the Government acknowledged that data scarcity affects setting clear baselines for several indicators, which were also highlighted by the CCA findings. Thus, UNCT started several initiatives to help set baselines and track progress toward CF results, including a national Multi-Indicator Cluster Survey (MICS).",Azerbaijan.docx,0.8957,Positive,UNCT
Azerbaijan,"During CF formulation, the UNCT and the Government acknowledged that data scarcity affects setting clear baselines for several indicators, which were also highlighted by the CCA findings. Thus, UNCT started several initiatives to help set baselines and track progress toward CF results, including a national Multi-Indicator Cluster Survey (MICS). However, as the baselines and targets were not established for some of the indicators, the Result Groups proposed revision to the Results Matrix in 2021, which was endorsed by the JSC, and the Results Matrix was updated accordingly.",Azerbaijan.docx,0.8442,Positive,UNCT
Azerbaijan,"Key informants were purposively selected from a broader stakeholder mapping list based on their role in implementation of UNSDCF, nature of partnership with the UN and sector representation. Key informants are drawn from the government counterparts, civil society organisations, UNCT members and implementing partners. Stakeholders included those that have a strong collaboration with UN agencies; those representing vulnerable and marginalized groups, as well as those which play an important role in the different sectors.",Azerbaijan.docx,0.7717,Positive,UNCT
Azerbaijan,"The quality of the deliverables was be assessed in reference to the quality assurance checklist of the CF Evaluation Guidelines. The DCO will provide quality assurance and oversight of and throughout the entire evaluation process. DCO will quality assure the evaluation report at the end of the evaluation process to ensure the soundness, usefulness, and evidence-based elements of the final report.",Azerbaijan.docx,0.875,Positive,DCO
Azerbaijan,"The DCO will provide quality assurance and oversight of and throughout the entire evaluation process. DCO will quality assure the evaluation report at the end of the evaluation process to ensure the soundness, usefulness, and evidence-based elements of the final report. Findings
Relevance and adaptability: Is the CF doing the right things?",Azerbaijan.docx,0.8225,Positive,DCO
Azerbaijan,"Other challenges include the absence of baseline data, overly ambitious targets for certain sectors like MSMEs, and the lack of reliable, disaggregated data collection mechanisms. In 2021, the UNCT and the Government of Azerbaijan adopted the UN – Azerbaijan Sustainable Development Cooperation Framework (UNSDCF) 2021 – 2025, based on a broad process of consultations with the government and other stakeholders. In February 2021, the President of Azerbaijan adopted the “Azerbaijan 2030: National Priorities for Socio-Economic DevelopmentThe Social Economic Development Strategy 2022-2026 of the Republic of Azerbaijan followed the higher-level strategy, further detailing priorities and indicators for each priority area.",Azerbaijan.docx,0.6908,Positive,UNCT
Azerbaijan,"The CF has not yet been able to formulate an integrated response to the development context in the newly regained areas; partially because of the resource intensive restoration stage –addressed by the government, and partially because of a need to better assess the needs for targeted support to the communities, people and their livelihoods. In 2023, the UN, under the leadership of the RC, together with the European Union (EU) and the World Bank (WB) initiated the Joint Recovery Needs Assessment process (JRNA). The JRNA identifies a set of holistic interventions and priorities to be tackled in the regained territories with a short-, medium- and long-term perspective.",Azerbaijan.docx,0.7579,Positive,RC
Azerbaijan,"However, about 65% of total available CF resources are deployed in programmes addressing national priorities or the Baku/Absheron peninsula area, with the remainder being deployed in other regions. Activities under Outcome 1 (Inclusive growth) have a broader geographic focus, beyond the Baku region, in particular with activities in support of MSMEs, rural populations and Women Resource Centres (WRCs). Geographic focus beyond the capital region is also important in agriculture and natural resource related outputs (outcome 3) as well as social services and support for the most left behind, in particular IDPs (Outcome 2).",Azerbaijan.docx,0.8689,Positive,Unspecified
Azerbaijan,"For example, the target of 500 MSMEs and social enterprises in lower-income communities by 2025, starting from zero in 2020, seems overly ambitious. The WRC programme over the last three years has only supported around 250 women in establishing businesses, not all of which are expected to survive. With no government program to support such enterprises, it’s unrealistic to expect to meet these targets.",Azerbaijan.docx,0.7096,Positive,Unspecified
Azerbaijan,"Notably, the UN, EU, and ANAMA launched a significant project to facilitate the safe return of IDPs. In addressing other shocks, such as the prolonged effects of the COVID-19 pandemic, and falling global energy demand, the UNCT acted quickly. It continued its pandemic-related efforts from the previous cooperation cycle, effectively working with government and non-government partners to support the most vulnerable.",Azerbaijan.docx,0.719,Positive,UNCT
Azerbaijan,"During the implementation of the CF, Azerbaijan faced a triple shock: the prolonged effects of the COVID-19 pandemic, a fall in global energy demand and prices, and the conflict with Armenia. The UNCT demonstrated agility by quickly mobilizing to support the government in managing the pandemic’s aftermath during the previous cooperation cycle, and these efforts were carried over into the current CF. At the same time, these economic shocks further exacerbated vulnerabilities, and the , in collaboration with both government and non-government partners, worked effectively to provide support to the most vulnerable groups.",Azerbaijan.docx,-0.101,Neutral,UNCT
Azerbaijan,"However, as Azerbaijan continues to face evolving challenges, the must further strengthen its focus on resilience-building and adopt shock-responsive social protection approaches to ensure sustainable recovery and better preparedness for future crises. Finally, the UNCT has shown great agility and willingness to support the government in is preparations for the hosting of the COP29 in November 2024 in Baku, Azerbaijan. Coherence: How well does the CF fit?",Azerbaijan.docx,0.9652,Positive,UNCT
Azerbaijan,"The UN Resident Coordinator’s Office has been pivotal in representing the UN system and enhancing coordination with the Government of Azerbaijan and other stakeholders such as international partners, private sector and civil society (KIIs). The SDG implementation agenda, led by the RC and UN agencies have consistently brought together government and non-government partners in the SDG dialogue series, the Second Baku Forum on Sustainable Development and other policy dialogue initiatives. Under the CF, the UN started work to develop an Integrated National Financial Framework (INFF) as a tool to finance national priorities.",Azerbaijan.docx,0.0,Neutral,RC
Azerbaijan,"The large number of sub-outputs and scattered configuration of the allocation of sub-outputs may at times have been motivated by an incentive at agency level to maximise the number of outputs in which it is visible. Notably, the JWP is adopted by the JSC and also Supported by monitoring mechanisms, such as the Results Groups (RGs), coordinated by the RCO and the Monitoring, Evaluation, and Learning Group (MEL). These structures facilitate regular reviews and adjustments to ensure that programs remain consistent with the CF and are effectively addressing priority areas, but they refrain from going into the technical details of the configuration of the CF at the sub-output level.",Azerbaijan.docx,0.7543,Positive,Unspecified
Azerbaijan,"In June 2024, Azerbaijan presented its 4th Voluntary National Review on the implementation of the SDGs, and adopted an 18th national SDG on Mine Acton, reflecting the importance of mine clearance for sustainable reconstruction and recovery. Through the CF, the RCO and the UNCT have ensured that the SDG agenda remains relevant in national policy discourse and serves as a catalyst for the Azerbaijan Vision 2030 and Socio-Economic Development Plan. The SDG dialogue series, initiated in 2022 under the leadership of the National Council for Sustainable Economic Development and the Resident Coordinator, provides a unique opportunity to advance towards a more multi-dimensional approach in policy advice, supported by solid analytical work.",Azerbaijan.docx,0.8481,Positive,UNCT
Azerbaijan,"Despite these efforts, the GTG lacks the capacity to fully mainstream gender issues across all technical documents and research. The 2023 assessment initiated by the UN in 2023 indicated that 60 percent of the indicators in the RF (9 out of 15) met or exceeded minimum requirements as per the UNCT SWAO Gender Scorecard. The HRTG, led by OHCHR, provides strategic advice and technical assistance for UN programming, including the design of indicators from a human rights perspective.",Azerbaijan.docx,0.0,Neutral,UNCT
Azerbaijan,"In 2022, a joint working group was established between the UN HRTG and the Ombudsperson of Azerbaijan, which has been effective in coordinating agency activities based on an annual work plan and pooling resources for joint delivery, such as in the cooperation of UNHCR, OHCHR, and UNDP for legal aid activities. To bolster internal capacities for human rights, UN program staff received training on human rights-based approaches (HRBA) under UNDP’s leadership, with OHCHR’s technical assistance, and on hate speech under the RCO’s auspices, with plans to extend this training to the Ombudsperson and civil society partners. The HRTG also engages in advocacy and communication campaigns, including the annual Human Rights Month in June and thematic meetings with RCO and civil society on issues such as women’s rights, children’s rights, and human rights defenders.",Azerbaijan.docx,0.4404,Positive,Unspecified
Azerbaijan,"To bolster internal capacities for human rights, UN program staff received training on human rights-based approaches (HRBA) under UNDP’s leadership, with OHCHR’s technical assistance, and on hate speech under the RCO’s auspices, with plans to extend this training to the Ombudsperson and civil society partners. The HRTG also engages in advocacy and communication campaigns, including the annual Human Rights Month in June and thematic meetings with RCO and civil society on issues such as women’s rights, children’s rights, and human rights defenders. Discussions with thematic groups highlight the critical role of the RC and the RCO in advancing the normative agenda during CF implementation.",Azerbaijan.docx,-0.1531,Neutral,RC
Azerbaijan,"The HRTG also engages in advocacy and communication campaigns, including the annual Human Rights Month in June and thematic meetings with RCO and civil society on issues such as women’s rights, children’s rights, and human rights defenders. Discussions with thematic groups highlight the critical role of the RC and the RCO in advancing the normative agenda during CF implementation. Interviews with most heads of agencies confirm that the RC’s support is crucial, not only through analytical work and RCO capacity but also in mainstreaming these principles across UN work and relations with the government.",Azerbaijan.docx,0.3716,Positive,RC
Azerbaijan,"Discussions with thematic groups highlight the critical role of the RC and the RCO in advancing the normative agenda during CF implementation. Interviews with most heads of agencies confirm that the RC’s support is crucial, not only through analytical work and RCO capacity but also in mainstreaming these principles across UN work and relations with the government. UN agencies with clear normative mandates appreciate the RC’s role in providing a diplomatic platform to discuss positions on international commitments with government partners.",Azerbaijan.docx,0.8625,Positive,RC
Azerbaijan,"Interviews with most heads of agencies confirm that the RC’s support is crucial, not only through analytical work and RCO capacity but also in mainstreaming these principles across UN work and relations with the government. UN agencies with clear normative mandates appreciate the RC’s role in providing a diplomatic platform to discuss positions on international commitments with government partners. At the country level, the CF focuses on constructive discussions aimed at increasing awareness and capacities of national institutions to uphold human rights and civil liberties, despite some obstacles, including the increasingly restrictive government procedures for the registration of grants received by civil society organizations.",Azerbaijan.docx,0.9591,Positive,RC
Azerbaijan,"The CF has made notable strides in achieving its objectives, but several challenges persist. For Outcome 1.1, aimed at integrating disadvantaged groups into the economy, targets have not been fully met due to structural economic issues and limited job opportunities, but notable progress has been made with the expansion of WRCs and (self-)employment opportunities for women, farmers and vulnerable groups. Good progress has been recorded in labour legislation in particular as regards women.",Azerbaijan.docx,0.9052,Positive,Unspecified
